route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"7",11366_14,11366_22421,"CM. OGRODOWA",,0,7    /03,2417178,0,0
"7",11366_14,11366_22422,"CM. ZARZEW",,1,7    /03,2417177,0,0
"7",11366_14,11366_22423,"CM. OGRODOWA",,0,7    /03,2417178,0,0
"7",11366_14,11366_22424,"CM. ZARZEW",,1,7    /03,2417177,0,0
"7",11366_14,11366_22426,"7 DO ZAJEZDNI CHOCIANOWICE",,1,7    /03,2417180,0,0
"7",11366_14,11366_22427,"CM. OGRODOWA",,0,7    /04,2417179,0,0
"7",11366_14,11366_22429,"CM. ZARZEW",,1,7    /04,2417177,0,0
"4",11366_11,11366_2243,"DW. ŁÓDŹ DĄBROWA",,1,4    /07,2417151,0,0
"7",11366_14,11366_22430,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22431,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22432,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22433,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22434,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22435,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22436,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22437,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22438,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22439,"CM. ZARZEW",,1,7    /04,2417177,0,0
"4",11366_11,11366_2244,"HELENÓWEK",,0,4    /07,2417152,0,0
"7",11366_14,11366_22440,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22441,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22442,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22443,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22444,"CM. OGRODOWA",,0,7    /04,2417178,0,0
"7",11366_14,11366_22445,"CM. ZARZEW",,1,7    /04,2417177,0,0
"7",11366_14,11366_22447,"7 DO ZAJEZDNI CHOCIANOWICE",,1,7    /04,2417180,0,0
"7",11366_14,11366_22448,"CM. OGRODOWA",,0,7    /05,2417179,0,0
"4",11366_11,11366_2245,"DW. ŁÓDŹ DĄBROWA",,1,4    /07,2417150,0,0
"7",11366_14,11366_22450,"CM. ZARZEW",,1,7    /05,2417177,0,0
"7",11366_14,11366_22451,"CM. OGRODOWA",,0,7    /05,2417178,0,0
"7",11366_14,11366_22452,"CM. ZARZEW",,1,7    /05,2417177,0,0
"7",11366_14,11366_22453,"CM. OGRODOWA",,0,7    /05,2417178,0,0
"7",11366_14,11366_22454,"CM. ZARZEW",,1,7    /05,2417177,0,0
"7",11366_14,11366_22455,"CM. OGRODOWA",,0,7    /05,2417178,0,0
"7",11366_14,11366_22456,"CM. ZARZEW",,1,7    /05,2417177,0,0
"7",11366_14,11366_22457,"CM. OGRODOWA",,0,7    /05,2417178,0,0
"7",11366_14,11366_22458,"CM. ZARZEW",,1,7    /05,2417177,0,0
"7",11366_14,11366_22459,"CM. OGRODOWA",,0,7    /05,2417178,0,0
"4",11366_11,11366_2246,"PRZEJAZD TECHNICZNY",,1,4    /07,2417147,0,0
"7",11366_14,11366_22460,"CM. ZARZEW",,1,7    /05,2417177,0,0
"7",11366_14,11366_22461,"CM. OGRODOWA",,0,7    /05,2417178,0,0
"7",11366_14,11366_22463,"7 DO ZAJEZDNI CHOCIANOWICE",,1,7    /05,2417175,0,0
"7",11366_14,11366_22464,"CM. OGRODOWA",,0,7    /06,2417179,0,0
"7",11366_14,11366_22466,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22467,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"7",11366_14,11366_22468,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22469,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"4",11366_11,11366_2247,"DW. ŁÓDŹ DĄBROWA",,0,4    /08,2417154,0,0
"7",11366_14,11366_22470,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22471,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"7",11366_14,11366_22472,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22473,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"7",11366_14,11366_22474,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22475,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"7",11366_14,11366_22476,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22477,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"7",11366_14,11366_22478,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22479,"CM. OGRODOWA",,0,7    /06,2417178,0,0
"7",11366_14,11366_22480,"CM. ZARZEW",,1,7    /06,2417177,0,0
"7",11366_14,11366_22482,"7 DO ZAJEZDNI CHOCIANOWICE",,1,7    /06,2417180,0,0
"70",11366_14,11366_22483,"RONDO POWSTAŃCÓW 1863R.",,0,70   /01,2417344,0,0
"70",11366_14,11366_22485,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"70",11366_14,11366_22486,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22487,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"70",11366_14,11366_22488,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22489,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"4",11366_11,11366_2249,"HELENÓWEK",,0,4    /08,2417152,0,0
"70",11366_14,11366_22490,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22491,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"70",11366_14,11366_22492,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22493,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"70",11366_14,11366_22494,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22495,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"70",11366_14,11366_22496,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22497,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"70",11366_14,11366_22498,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22499,"INSTYTUT CZMP",,0,70   /01,2417351,0,0
"10A",11366_11,11366_225,"WIDZEW AUGUSTÓW",,0,10   /12,2417446,0,0
"4",11366_11,11366_2250,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417151,0,0
"70",11366_14,11366_22500,"RONDO POWSTAŃCÓW 1863R.",,1,70   /01,2417350,0,0
"70",11366_14,11366_22501,"70 ZJAZD DO NOWE SADY",,1,70   /01,2417347,0,0
"70",11366_14,11366_22502,"RONDO POWSTAŃCÓW 1863R.",,0,70   /02,2417344,0,0
"70",11366_14,11366_22504,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22505,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"70",11366_14,11366_22506,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22507,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"70",11366_14,11366_22508,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22509,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"4",11366_11,11366_2251,"HELENÓWEK",,0,4    /08,2417152,0,0
"70",11366_14,11366_22510,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22511,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"70",11366_14,11366_22512,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22513,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"70",11366_14,11366_22514,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22515,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"70",11366_14,11366_22516,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22517,"RONDO POWSTAŃCÓW 1863R.",,1,70   /02,2417350,0,0
"70",11366_14,11366_22518,"INSTYTUT CZMP",,0,70   /02,2417351,0,0
"70",11366_14,11366_22519,"70 ZJAZD DO NOWE SADY",,1,70   /02,2417346,0,0
"4",11366_11,11366_2252,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417151,0,0
"70",11366_14,11366_22520,"INSTYTUT CZMP",,0,70   /03,2417341,0,0
"70",11366_14,11366_22522,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22523,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22524,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22525,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22526,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22527,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22528,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22529,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"4",11366_11,11366_2253,"HELENÓWEK",,0,4    /08,2417152,0,0
"70",11366_14,11366_22530,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22531,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22532,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22533,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22534,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22535,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22536,"RONDO POWSTAŃCÓW 1863R.",,1,70   /03,2417350,0,0
"70",11366_14,11366_22537,"INSTYTUT CZMP",,0,70   /03,2417351,0,0
"70",11366_14,11366_22538,"70 ZJAZD DO NOWE SADY",,1,70   /03,2417346,0,0
"70",11366_14,11366_22539,"INSTYTUT CZMP",,0,70   /04,2417342,0,0
"4",11366_11,11366_2254,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417151,0,0
"70",11366_14,11366_22541,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22542,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22543,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22544,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22545,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22546,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22547,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22548,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22549,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"4",11366_11,11366_2255,"HELENÓWEK",,0,4    /08,2417152,0,0
"70",11366_14,11366_22550,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22551,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22552,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22553,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22554,"INSTYTUT CZMP",,0,70   /04,2417351,0,0
"70",11366_14,11366_22555,"RONDO POWSTAŃCÓW 1863R.",,1,70   /04,2417350,0,0
"70",11366_14,11366_22557,"70 ZJAZD DO NOWE SADY",,1,70   /04,2417349,0,0
"70",11366_14,11366_22558,"RONDO POWSTAŃCÓW 1863R.",,0,70   /05,2417344,0,0
"4",11366_11,11366_2256,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417151,0,0
"70",11366_14,11366_22560,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22561,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"70",11366_14,11366_22562,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22563,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"70",11366_14,11366_22564,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22565,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"70",11366_14,11366_22566,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22567,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"70",11366_14,11366_22568,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22569,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"4",11366_11,11366_2257,"HELENÓWEK",,0,4    /08,2417152,0,0
"70",11366_14,11366_22570,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22571,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"70",11366_14,11366_22572,"INSTYTUT CZMP",,0,70   /05,2417351,0,0
"70",11366_14,11366_22573,"RONDO POWSTAŃCÓW 1863R.",,1,70   /05,2417350,0,0
"70",11366_14,11366_22574,"70 ZJAZD DO NOWE SADY",,1,70   /05,2417347,0,0
"70",11366_14,11366_22575,"PRZEJAZD TECHNICZNY",,0,70   /06,2417352,0,0
"70",11366_14,11366_22576,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22577,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"70",11366_14,11366_22578,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22579,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"4",11366_11,11366_2258,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417151,0,0
"70",11366_14,11366_22580,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22581,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"70",11366_14,11366_22582,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22583,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"70",11366_14,11366_22584,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22585,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"70",11366_14,11366_22586,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22587,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"70",11366_14,11366_22588,"RONDO POWSTAŃCÓW 1863R.",,1,70   /06,2417350,0,0
"70",11366_14,11366_22589,"INSTYTUT CZMP",,0,70   /06,2417351,0,0
"4",11366_11,11366_2259,"HELENÓWEK",,0,4    /08,2417152,0,0
"70",11366_14,11366_22590,"70 ZJAZD DO NOWE SADY",,1,70   /06,2417346,0,0
"70",11366_14,11366_22591,"PRZEJAZD TECHNICZNY",,0,70   /07,2417352,0,0
"70",11366_14,11366_22592,"RONDO POWSTAŃCÓW 1863R.",,1,70   /07,2417350,0,0
"70",11366_14,11366_22593,"INSTYTUT CZMP",,0,70   /07,2417351,0,0
"70",11366_14,11366_22594,"70 ZJAZD DO NOWE SADY",,1,70   /07,2417346,0,0
"70",11366_14,11366_22595,"PRZEJAZD TECHNICZNY",,0,70   /07,2417352,0,0
"70",11366_14,11366_22596,"RONDO POWSTAŃCÓW 1863R.",,1,70   /07,2417350,0,0
"70",11366_14,11366_22597,"INSTYTUT CZMP",,0,70   /07,2417351,0,0
"70",11366_14,11366_22598,"RONDO POWSTAŃCÓW 1863R.",,1,70   /07,2417350,0,0
"70",11366_14,11366_22599,"INSTYTUT CZMP",,0,70   /07,2417351,0,0
"10A",11366_11,11366_226,"RETKINIA",,1,10   /12,2417445,0,0
"4",11366_11,11366_2260,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417151,0,0
"70",11366_14,11366_22600,"70 ZJAZD DO NOWE SADY",,1,70   /07,2417346,0,0
"71A",11366_14,11366_22601,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /01,2417662,0,0
"71A",11366_14,11366_22602,"DW. ŁÓDŹ CHOJNY PRZEZ BRÓJECKA",,1,71   /01,2417661,0,0
"71A",11366_14,11366_22603,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /01,2417662,0,0
"71A",11366_14,11366_22604,"DW. ŁÓDŹ CHOJNY",,0,71   /02,2417663,0,0
"71A",11366_14,11366_22605,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /02,2417662,0,0
"71A",11366_14,11366_22606,"DW. ŁÓDŹ CHOJNY PRZEZ BRÓJECKA",,1,71   /02,2417661,0,0
"71A",11366_14,11366_22607,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /02,2417662,0,0
"71A",11366_14,11366_22608,"DW. ŁÓDŹ CHOJNY PRZEZ BRÓJECKA",,1,71   /02,2417661,0,0
"71A",11366_14,11366_22609,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /02,2417662,0,0
"4",11366_11,11366_2261,"HELENÓWEK",,0,4    /08,2417152,0,0
"71A",11366_14,11366_22610,"DW. ŁÓDŹ CHOJNY PRZEZ BRÓJECKA",,1,71   /02,2417661,0,0
"71A",11366_14,11366_22611,"71A ZJAZD DO NOWE SADY",,1,71   /02,2417659,0,0
"71A",11366_14,11366_22612,"DW. ŁÓDŹ CHOJNY PRZEZ BRÓJECKA",,1,71   /02,2417661,0,0
"71A",11366_14,11366_22613,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /03,2417662,0,0
"71A",11366_14,11366_22614,"DW. ŁÓDŹ CHOJNY PRZEZ BRÓJECKA",,1,71   /03,2417661,0,0
"71A",11366_14,11366_22615,"PARK PODOLSKI PRZEZ BRÓJECKA",,0,71   /04,2417662,0,0
"71A",11366_14,11366_22617,"71A ZJAZD DO NOWE SADY",,1,71   /04,2417660,0,0
"71B",11366_14,11366_22618,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /01,2417666,0,0
"71B",11366_14,11366_22619,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /01,2417664,0,0
"4",11366_11,11366_2262,"DW. ŁÓDŹ DĄBROWA",,1,4    /08,2417150,0,0
"71B",11366_14,11366_22620,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /01,2417666,0,0
"71B",11366_14,11366_22621,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /01,2417664,0,0
"71B",11366_14,11366_22622,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /01,2417666,0,0
"71B",11366_14,11366_22623,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /01,2417664,0,0
"71B",11366_14,11366_22624,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /01,2417666,0,0
"71B",11366_14,11366_22625,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /01,2417664,0,0
"71B",11366_14,11366_22626,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /01,2417666,0,0
"71B",11366_14,11366_22627,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /01,2417664,0,0
"71B",11366_14,11366_22628,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /01,2417664,0,0
"71B",11366_14,11366_22629,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /02,2417666,0,0
"4",11366_11,11366_2263,"PRZEJAZD TECHNICZNY",,1,4    /08,2417147,0,0
"71B",11366_14,11366_22630,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /02,2417664,0,0
"71B",11366_14,11366_22631,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /02,2417666,0,0
"71B",11366_14,11366_22632,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /02,2417664,0,0
"71B",11366_14,11366_22633,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /02,2417666,0,0
"71B",11366_14,11366_22634,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /02,2417664,0,0
"71B",11366_14,11366_22635,"DW. ŁÓDŹ CHOJNY",,0,71   /02,2417667,0,0
"71B",11366_14,11366_22636,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /02,2417666,0,0
"71B",11366_14,11366_22637,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /02,2417666,0,0
"71B",11366_14,11366_22638,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /02,2417664,0,0
"71B",11366_14,11366_22639,"71B ZJAZD DO NOWE SADY",,1,71   /02,2417668,0,0
"4",11366_11,11366_2264,"HELENÓWEK",,0,4    /09,2417146,0,0
"71B",11366_14,11366_22640,"PARK PODOLSKI",,0,71   /03,2417665,0,0
"71B",11366_14,11366_22642,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22643,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22644,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22645,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22646,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22647,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22648,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22649,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22650,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22651,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22652,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22653,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22654,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /03,2417664,0,0
"71B",11366_14,11366_22655,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /03,2417666,0,0
"71B",11366_14,11366_22657,"71B ZJAZD DO NOWE SADY",,1,71   /03,2417669,0,0
"71B",11366_14,11366_22658,"DW. ŁÓDŹ CHOJNY",,0,71   /04,2417667,0,0
"71B",11366_14,11366_22659,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"4",11366_11,11366_2266,"DW. ŁÓDŹ DĄBROWA",,1,4    /09,2417151,0,0
"71B",11366_14,11366_22660,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22661,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"71B",11366_14,11366_22662,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22663,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"71B",11366_14,11366_22664,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22665,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"71B",11366_14,11366_22666,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22667,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"71B",11366_14,11366_22668,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22669,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"4",11366_11,11366_2267,"HELENÓWEK",,0,4    /09,2417152,0,0
"71B",11366_14,11366_22670,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22671,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"71B",11366_14,11366_22672,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"71B",11366_14,11366_22673,"PARK PODOLSKI PRZEZ KOLUMNY",,0,71   /04,2417666,0,0
"71B",11366_14,11366_22674,"DW. ŁÓDŹ CHOJNY PRZEZ KOLUMNY",,1,71   /04,2417664,0,0
"72A",11366_14,11366_22675,"HUTA JAGODNICA",,0,72   /01,2417671,0,0
"72A",11366_14,11366_22677,"JANÓW PRZEZ OLECHOWSKA",,1,72   /01,2417674,0,0
"72A",11366_14,11366_22678,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /01,2417675,0,0
"72A",11366_14,11366_22679,"JANÓW PRZEZ OLECHOWSKA",,1,72   /01,2417674,0,0
"4",11366_11,11366_2268,"DW. ŁÓDŹ DĄBROWA",,1,4    /09,2417151,0,0
"72A",11366_14,11366_22680,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /01,2417675,0,0
"72A",11366_14,11366_22681,"JANÓW PRZEZ OLECHOWSKA",,1,72   /01,2417674,0,0
"72A",11366_14,11366_22682,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /01,2417675,0,0
"72A",11366_14,11366_22683,"JANÓW PRZEZ OLECHOWSKA",,1,72   /01,2417674,0,0
"72A",11366_14,11366_22684,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /01,2417675,0,0
"72A",11366_14,11366_22685,"JANÓW PRZEZ OLECHOWSKA",,1,72   /01,2417674,0,0
"72A",11366_14,11366_22686,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /01,2417675,0,0
"72A",11366_14,11366_22687,"JANÓW PRZEZ OLECHOWSKA",,1,72   /01,2417674,0,0
"72A",11366_14,11366_22688,"72A ZJAZD DO NOWE SADY",,1,72   /01,2417672,0,0
"72A",11366_14,11366_22689,"JANÓW",,0,72   /02,2417678,0,0
"4",11366_11,11366_2269,"HELENÓWEK",,0,4    /09,2417152,0,0
"72A",11366_14,11366_22690,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /02,2417675,0,0
